,"Defoamer Flow ","DSCHPump Speed","SCRNPump Speed","2POWPump Speed","Tank level","Production1st Stage","Production2nd Stage","Production1st POW","Production2nd POW(tpd)","Speed1st Stage","Speed2nd Stage","Speed1st POW","Speed2nd POW","Pre O2Kappa","Post O2Kappa","CODPre","CODPost","1st StageSolids","ImpregSolids","ConsistancyDischarge","North DSCH(Softwood)","Screen Feed tank","Stock1POW","2POW FD","1st StageFiltrate Tk"
"8/13/10 12:00 PM",1.36,45,45,45,62.84,1612,1407,1624,1658,8,7,9,9,13,8.7,198,62,13,16.8,3.5,3,4.2,4.7,5,-1.8
"8/13/10 11:00 AM",1.76,65,65,65,62.94,1552,1561,1524,1524,10,8,8,8,12.9,8.7,123.9,24.9,13,16.8,5.3,3,4.9,4.5,4.9,-0.8
"8/13/10 10:00 AM",2.16,65,65,65,63.06,1578,1515,1553,1510,8,8,8,8,13,8.8,123.9,24.9,13,16.8,4.8,3,4.9,4.6,4.9,0.5
"8/13/10 9:00 AM",2.22,65,65,65,63.22,1595,1501,1564,1519,8,8,9,8,12.9,8.8,123.9,24.9,12.9,15.9,4.9,3,4.8,4.7,4.9,-0.5
"8/13/10 8:00 AM",2.14,65,65,65,63.37,1579,1378,1400,1397,8,7,7,8,13.2,9.1,123.9,24.9,12.9,15.9,4.9,3,5,4.6,4.9,-0.3
"8/13/10 7:00 AM",2.18,65,65,65,63.53,1629,1493,1530,1413,8,8,8,8,13.5,8.4,123.9,24.9,12.9,15.9,4.3,3,4.8,4.6,4.9,-0.1
"8/13/10 6:00 AM",2.19,65,65,65,63.68,1558,1485,1584,1525,8,7,8,8,12.8,7.7,123.9,24.9,12.9,15.9,4.7,3,4.8,4.7,4.9,0.2
"8/13/10 5:00 AM",2.34,65,65,65,63.84,1577,1399,1446,1449,8,7,7,8,12,7.3,123.9,24.9,12.7,15,5.2,3,4.9,4.5,4.9,-0.6
"8/13/10 4:00 AM",2.35,65,65,65,63.99,1585,1521,1567,1489,8,8,9,8,11.5,7.5,123.9,24.9,12.7,15,4.8,3,4.9,4.7,4.9,-0.1
"8/13/10 3:00 AM",2.12,65,65,65,64.15,1595,1508,1541,1478,8,8,8,8,11.7,8.7,123.9,24.9,12.7,15,4.7,3,4.9,4.6,4.9,-1
"8/13/10 2:00 AM",2.3,65,65,65,64.31,1623,1434,1501,1566,8,8,8,8,13,9.2,123.9,24.9,12.7,15,3.9,3,4.7,4.5,4.9,-2.1
"8/13/10 1:00 AM",2.33,65,65,65,64.47,1539,1328,1372,1303,8,7,8,8,13.3,8.8,123.9,24.9,12.9,15.8,4.7,3,4.9,4.5,4.9,-1.5
"8/13/10 12:00 AM",2.25,65,65,65,64.63,1504,1384,1490,1273,8,8,8,7,14.3,8.6,123.9,24.9,12.9,15.8,4.4,3,4.9,4.3,5.3,-1.9
"8/12/10 11:00 PM",2.3,65,65,65,64.8,1598,1225,1271,1264,8,7,7,7,13.1,7.8,123.9,24.9,12.9,15.8,3.9,3,4.5,4.5,5.1,-2.8
"8/12/10 10:00 PM",2.1,65,65,65,64.96,1598,1196,1230,1235,8,7,6,7,13.9,7.9,123.9,24.9,12.9,15.8,3.7,3,4.7,4.5,4.7,-2.3
"8/12/10 9:00 PM",1.96,65,65,65,65.12,1573,1501,1481,1442,9,8,8,8,12.4,7.1,123.9,24.9,12.9,15.8,5.2,3,4.9,4.6,4.8,-1.8
"8/12/10 8:00 PM",1.66,65,65,65,65.29,1520,1402,1415,1355,8,7,7,8,12.1,8,123.9,24.9,12.9,15.8,5.2,3,5,4.6,4.9,-2.2
"8/12/10 7:00 PM",1.76,65,65,65,65.45,1594,1377,1373,1266,8,7,7,7,12.7,7.5,123.9,24.9,12.9,15.8,4.1,3,4.9,4.6,4.9,-1.8
"8/12/10 6:00 PM",2.14,65,65,65,65.61,1613,1336,1313,1273,8,7,6,7,12.3,7.8,123.9,24.9,12.9,15.8,4.9,3,5.1,4.6,4.9,-1.2
"8/12/10 5:00 PM",2.06,65,65,65,65.75,1549,1399,1472,1409,8,7,8,9,12.3,7.9,169,56,13.5,16.7,4.2,3,4.7,4.6,4.8,-0.8
"8/12/10 4:00 PM",1.98,98,98,98,65.9,1566,1349,1323,1401,9,7,7,9,12.2,8.6,169,56,13.5,16.7,5.3,3,5.1,4.5,4.8,-1.3
"8/12/10 3:00 PM",1.97,65,65,65,66.05,1602,1422,1484,1399,8,8,8,9,13.2,7.5,169,56,13.5,16.7,4.5,3,4.8,4.8,5,-2.1
"8/12/10 2:00 PM",1.84,65,65,65,66.2,85,1374,1421,1322,14,7,8,8,12.6,9.9,169,56,13.5,16.7,3,3,4.9,4.9,5,-3.3
"8/12/10 1:00 PM",1.72,65,65,65,66.34,1614,1376,1283,1198,8,7,8,8,13.9,8.7,169,56,14,16.3,3.8,3,4.9,4.7,5.1,-1.8
"8/12/10 12:00 PM",1.88,65,65,65,66.49,800,817,1200,1174,12,4,6,7,11.6,7.6,169,56,14,16.3,4.8,3,3.6,4.6,4.8,-3.2
"8/12/10 11:00 AM",1.76,65,65,65,66.64,1662,1463,1488,1375,8,8,8,8,12.8,8.4,229.3,50.4,14,16.3,4.2,3,4.9,4.8,5,-1.9
"8/12/10 10:00 AM",2.24,65,65,65,66.79,1316,1292,1460,1528,14,7,8,8,12.7,8.7,229.3,50.4,14,16.3,5.3,3,4.6,4.6,4.9,-0.1
"8/12/10 9:00 AM",2.07,65,65,65,66.94,1602,1509,1596,1577,8,8,9,8,13.6,9.2,229.3,50.4,14,17.2,4,3,4.8,4.7,4.9,-0.4
"8/12/10 8:00 AM",2.23,65,65,65,67.09,1542,1378,1399,1451,8,7,7,8,14,8.1,229.3,50.4,14,17.2,4.9,3,4.8,4.7,5,-1.5
"8/12/10 7:00 AM",2.2,65,65,65,67.24,685,893,1131,1117,11,5,6,7,13,9.3,229.3,50.4,14,17.2,4.9,3,3.9,4.5,4.7,-2.1
"8/12/10 6:00 AM",2.29,65,65,65,67.39,1584,1551,1579,1627,8,8,9,9,13.5,8.7,229.3,50.4,14,17.2,5.3,3,4.9,4.6,4.9,-0.5
"8/12/10 5:00 AM",1.86,65,65,65,67.54,1594,1586,1577,1527,8,8,9,8,12.8,8.6,229.3,50.4,13.9,17.4,5.2,3,4.9,4.7,4.9,-0.6
"8/12/10 4:00 AM",1.97,65,65,65,67.69,1595,1588,1613,1561,8,8,10,9,12.6,8.5,229.3,50.4,13.9,17.4,4.6,3,4.9,4.7,4.9,0.3
"8/12/10 3:00 AM",2.2,65,65,65,67.85,1571,1532,1541,1470,8,8,9,8,12.8,9.1,229.3,50.4,13.9,17.4,4.7,3,4.9,4.8,5,1.2
"8/12/10 2:00 AM",2.17,65,65,65,68,1552,1407,1441,1524,8,7,8,8,11.9,8.9,229.3,50.4,13.9,17.4,4.9,3,4.8,4.6,5,0.2
"8/12/10 1:00 AM",2.16,65,65,65,68.15,1485,1487,1445,1380,8,7,8,8,13,9.2,229.3,50.4,13.6,17,5.1,3,4.9,4.6,4.9,-0.2
"8/12/10 12:00 AM",1.92,65,65,65,68.3,1595,1632,1655,1657,8,9,10,9,12.9,9.3,229.3,50.4,13.6,17,4.9,3,4.9,4.7,5,-0.3
"8/11/10 11:00 PM",2.1,65,65,65,68.45,1621,1604,1614,1609,9,8,10,9,12.9,9.2,174.2,49.3,13.6,17,5.1,3,4.9,4.6,4.9,0
"8/11/10 10:00 PM",1.69,65,65,65,68.6,1641,1579,1547,1555,9,8,9,9,12.9,8.9,174.2,49.3,13.6,17,5.3,3,4.9,4.6,4.8,-0.1
"8/11/10 9:00 PM",1.86,65,65,65,68.75,1572,1623,1625,1632,8,8,10,9,12.7,8.5,174.2,49.3,13.7,17.1,5.1,3,4.9,4.6,5,-0.7
"8/11/10 8:00 PM",1.63,65,65,65,68.9,1603,1614,1614,1529,9,8,9,8,12.4,8.7,174.2,49.3,13.7,17.1,5.1,3,4.9,4.6,4.8,0
